MODULE	P	FREQ	ZSCORE	CHI	CHI_SD	CHI_SE	NGENES	NMARKER	DENSITY	FDR	DESCR	TOPGENES	TOPMARKERS	TOPVALUES
REACTOME_CGMP_EFFECTS	0.465428940162302	0.439109145474649	0.0867655388187979	-0.451100434211364	0.500162860300283	0.15816538395735	11	30	1	0.772944329118115		PRKG1;PDE1A;PDE11A;KCNMA1;PDE2A;PDE9A;KCNMB3;KCNMB4;PDE5A;KCNMB1	rs9943367;rs6746274;rs1527401;rs2673435;rs907849;rs116940878;rs6443627;rs919595;rs111442802;rs7712568	1.98;1.94;1.80;1.60;1.42;1.30;1.18;0.99;0.96;0.78
REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN	0.466404897478419	0.44053072184489	0.0843102099291997	-0.567859889991778	0.206025137245212	0.0651508688943659	11	52	1	0.772951038103029		CSDC2,EP300,MEI1,POLR3H,ZC3H7B;VPREB3,SMARCB1,MMP11,DERL3;CSNK2B;RING1;PHC1;SMARCA4;RNF2;ACTL6A;CBX6;ARID1B	rs2142695;rs9306389;rs2853915;rs3116964;rs7953214;rs2043332;rs12033471;rs735360;rs4821913;rs287879	2.61;2.60;2.30;1.53;1.25;1.19;1.18;0.86;0.83;0.78
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION_	0.466746727699927	0.441004580634971	0.0834503489707987	-0.311323301283807	0.38155430370904	0.12065806507602	15	48	1	0.77295338760261		ADRA2B;BCAR1;PTPN1;AKT1;RAPGEF3;PTK2;ADRA2A;RASGRP1;GRB2;APBB1IP	rs62152972;rs34279956;rs11905105;rs4983534;rs12422983;rs10109684;rs10885109;rs8030295;rs112850638;rs7098292	2.48;2.19;2.04;1.91;1.83;1.55;1.49;1.34;1.34;1.23
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	0.467926879970906	0.44305796872532	0.0804821908298538	-0.771492616811098	0.470006015036058	0.148628952149329	43	163	1	0.772961497851413		RPL13;SAXO2,UBE2Q2P2,RPS17;RPS14;RPS8;RPS10;RPS9;RPS20;RPS28;RPS23;RPL9	rs3096309;rs75884951;rs113246631;rs11808189;rs79954907;rs8100863;rs56119798;rs2927706;rs4703538;rs2608837	3.77;3.68;3.13;2.75;2.46;2.38;2.23;2.00;1.97;1.83
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	0.468427658591315	0.443847733375454	0.0792229164538236	-0.618340878598699	0.695898722793162	0.220062498482853	27	83	1	0.772964938715415		BLOC1S3;FAM160A1,GATB,RP11-164P12.3,RP11-164P12.5,SH3D19;GAK;SH3GL2;TPD52L1;MARVELD3,AP1G1;HIP1R;TPD52;SNX5;VAMP2	rs140167268;rs9998197;rs138876015;rs10963166;rs7741633;rs13332180;rs10773547;rs13280432;rs6045154;rs35217368	5.94;3.50;2.96;2.70;2.32;1.94;1.68;1.58;1.48;1.26
REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS	0.468914872018705	0.444637498025588	0.0779978741344447	-0.763318661200812	0.407857287364397	0.128975798836931	14	55	0.982142857142857	0.772968286043129		AZGP1,CNPY4;NIPA1;LRRC8C;MRS2;NIPAL1;ADD3;NIPAL2;LRRC8A;ANKH;CTNS	rs60738304;rs12900552;rs3738795;rs74431801;rs11723646;rs61881651;rs6468618;rs186174897;rs1697124;rs1048673	5.36;2.17;2.08;1.90;1.88;1.70;1.66;1.36;1.33;1.22
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	0.469937563894054	0.446374980255884	0.0754268111056839	-0.595772636889499	0.210511862729177	0.0665696960708908	24	73	1	0.77297531126209		TRAF3;CSDC2,EP300,MEI1,POLR3H,ZC3H7B;AGER;IKBKB;ITCH;TBK1;UBA52;CASP8;MAP3K1;NKIRAS1	rs11552464;rs2142695;rs2442720;rs58134732;rs6120532;rs76061262;rs4629093;rs16836399;rs113282942;rs7644353	3.44;2.61;2.52;2.28;2.24;1.93;1.74;1.63;1.46;1.33
REACTOME_ELASTIC_FIBRE_FORMATION	0.471966306502265	0.449691991786448	0.0703279797659068	-1.17887229814865	0.401178295767685	0.126863716245057	21	91	0.989130434782609	0.772989243400746		MST1P2,MST1L,CROCC,MFAP2,SDHB,ATP13A2;ITGB6;EFEMP2;RP11-770G2.2,LTBP3;LTBP4;LOXL2;ITGA8;EFEMP1;ITGAV;ELN	rs55779591;rs3772073;rs61895665;rs61895665;rs11672651;rs10110300;rs10796308;rs12616956;rs4666695;rs810552	2.68;2.55;2.11;2.11;1.96;1.75;1.67;1.62;1.61;1.57
REACTOME_MUSCLE_CONTRACTION	0.47199018981721	0.449691991786448	0.0702679650659491	-0.977503038191472	1.0746089977727	0.339821202707255	74	204	1	0.772989407385994		CACNB2;DMPK;TPM1;TRIM72;KCNJ14;ATP1A4;GALNT3,AC009495.3,SCN1A,AC010127.3;CACNA2D4;KCNE3;LMOD1	rs11596974;rs62111759;rs11071695;rs62051471;rs1799257;rs3903888;rs12692779;rs12300993;rs1315221;rs35515850	3.91;3.62;3.13;2.74;2.53;2.33;2.19;2.13;2.04;1.96
REACTOME_EGFR_DOWNREGULATION	0.47276878897991	0.450955615226662	0.0683116154219709	-0.284604581995213	0.217231506162673	0.0686946339022952	10	27	1	0.772994752951023		CBL,MCAM;SH3GL2;PTPN12;UBA52;EPS15;GRB2;EGFR;STAM2;ARHGEF7;EGF	rs561830;rs10963166;rs6949459;rs4629093;rs148648502;rs112850638;rs80013346;rs1946680;rs1886557;rs10033366	2.72;2.70;1.86;1.74;1.56;1.34;1.00;0.95;0.84;0.76
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION	0.472868637901219	0.451113568156689	0.0680607487852278	-0.80625500146712	0.34544919717351	0.109240627894489	25	74	1	0.772995438423543		SNRPF;THOC7;CPSF7;CPSF4;SLU7;CPSF1;THOC5;CPSF2;POLDIP3;THOC3	rs71458574;rs1828944;rs55951851;rs12333983;rs1895320;rs112458553;rs9608783;rs12886834;rs144572945;rs56033051	2.74;2.55;2.19;2.18;2.14;2.13;2.00;1.87;1.59;1.58
REACTOME_NEUREXINS_AND_NEUROLIGINS	0.473695185794917	0.452535144526931	0.0659842414767521	-0.315969391844655	0.272842169153789	0.0862802696266909	18	52	1	0.77300111230954		LIN7A;GRM1;GRIN2A;EPB41;BEGAIN;LRRTM4;SYT7,TMEM216,RP11-286N22.16,RP11-794G24.1,LRRC10B;NRXN3;SYT9;EPB41L2	rs78913991;rs509673;rs11648322;rs12120422;rs72631669;rs6547148;rs3018731;rs4899688;rs931379;rs6941712	3.13;2.91;2.72;2.33;1.69;1.62;1.62;1.55;1.49;1.44
REACTOME_LDL_CLEARANCE	0.474400690590276	0.453798767967146	0.064212051889061	-0.0554325302726841	0.375646174461882	0.118789750562852	11	28	1	0.773005954672311		AP2A2;NCEH1;PCSK9;AP2A1;NPC1;AP2B1;LIPA;AP2S1;SOAT1;CES3	rs7395773;rs34628732;rs11588151;rs7251269;rs8090534;rs79909998;rs7908760;rs2879910;rs12401480;rs28571100	2.44;2.00;1.87;1.83;1.46;1.42;1.37;1.09;1.08;0.87
BIOCARTA_PYK2_PATHWAY	0.474721093266519	0.454272626757226	0.0634072847519167	-0.541530603768004	0.453189375235818	0.143311063713389	17	61	1	0.773008153632542		PTK2B;PRKCA;MAP2K2;BCAR1;MAPK8;RAC1;PRKCB;MAPK3,GDPD3,SEPT1,SMG1P5,BOLA2,SMG1P6,NPIPB12;MAP3K1;MAPK1	rs2241659;rs179275;rs8104376;rs34279956;rs139238246;rs3750037;rs12103094;rs4433823;rs113282942;rs2845466	3.69;2.61;2.21;2.19;1.74;1.72;1.67;1.61;1.46;1.43
REACTOME_FLT3_SIGNALING	0.476213929932744	0.456799873637656	0.0596582051557118	-1.80817062865354	1.12299083566834	0.355120883220782	114	354	0.997183098591549	0.773018397685205		PSMC3,RAPSN;TRMT61A,RP11-73M18.8,KLC1,BAG5,MARK3,RP11-73M18.6;PIK3CB;CHRNA3,CHRNA5,RP11-650L12.2,PSMA4;PPP2R1B;DUSP8;RALGDS;TRIB3;MAP2K2;THEM4	rs3781627;rs8005540;rs6780823;rs931794;rs11213899;rs12793962;rs636219;rs6115770;rs8104376;rs2932561	4.63;3.72;2.88;2.81;2.72;2.67;2.53;2.33;2.21;2.15
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	0.476629097270799	0.457431685357763	0.0586157136230435	-1.24568797275736	0.358163385467955	0.113261207255559	43	123	0.991935483870968	0.773021246207859		PIK3CB;PPP2R1B;PIP4K2A;TRIB3;THEM4;FGF5;AKT1;KLB;IL33;RAC1	rs6780823;rs11213899;rs11013048;rs6115770;rs2932561;rs989508;rs4983534;rs2608837;rs10815376;rs3750037	2.88;2.72;2.66;2.33;2.15;1.92;1.91;1.83;1.73;1.72
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.476725091788125	0.45758963828779	0.0583746790310921	-0.699434140436626	0.313409152847695	0.0991086762542564	14	44	1	0.773021904815123		BAD;PPP1R13B;E2F1;AKT1;MAPK8;BCL2L11;YWHAE;BMF;YWHAZ;BID	rs35938015;rs72706019;rs75399011;rs4983534;rs139238246;rs79518634;rs8075016;rs72729460;rs3134354;rs7291752	2.80;2.50;2.04;1.91;1.74;1.68;1.34;1.29;1.24;1.11
REACTOME_NUCLEOBASE_CATABOLISM	0.477401128075504	0.458695308797978	0.0566773009626524	-0.837137380202763	0.767642342442208	0.242749823050432	20	85	1	0.773026542761551		AMT,NCKIPSD,P4HTM,DALRD3,QRICH1,GPX1,WDR6,NICN1,GMPPB,RP11-694I15.7;ENTPD3;XDH;UPP1;ITPA;NUDT15;ENTPD5;ENTPD7;BSNDP2,CTD-2514C3.1,ENTPD6,FAM182B,ABHD12,PYGB,RP4-760C5.3,RP5-965G21.6,RP13-401N8.3,RP4-738P15.1,FAM182A,NINL,VN1R108P,RP5-965G21.4;NUDT1	rs6809851;rs17078916;rs553464;rs71213342;rs6037574;rs7330169;rs56196901;rs183500819;rs2275800;rs17132867	2.75;2.49;1.97;1.95;1.82;1.81;1.63;1.54;1.52;1.50
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	0.478424573533741	0.460274838098247	0.054107964153913	-2.72540345006363	1.07019976564001	0.338426881080085	186	718	0.979536152796726	0.773033563263757		PSMC3,RAPSN;GCSH;RPL13;SAXO2,UBE2Q2P2,RPS17;IVD;RPS14;LIAS;NAGS;ADI1;FOLH1	rs3781627;rs13330810;rs3096309;rs75884951;rs1453184;rs113246631;rs462069;rs231461;rs56799760;rs11040160	4.63;3.90;3.77;3.68;3.19;3.13;3.07;2.90;2.89;2.84
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.478775302721279	0.460906649818354	0.0532275494422955	-0.667093110036567	0.423404621440125	0.133892297559216	13	49	1	0.773035968924784		B3GALT6;UST;CSGALNACT2;FAM153A,RP11-1026M7.2,RP11-1101H11.1,B4GALT7,RP11-1277A3.1,RP11-1277A3.3;CSGALNACT1;CHST15;B3GAT3,UQCC3,EEF1G,EML3,ROM1;CHST11;CHST13;CHST12	rs61766178;rs6922816;rs2460540;rs6601066;rs3802329;rs6588748;rs34065644;rs6539154;rs777220;rs2969080	2.87;2.33;2.33;2.16;1.69;1.64;1.33;1.23;1.16;0.98
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER	0.481905613508199	0.46611909650924	0.0453714627060358	-0.694889039043638	0.778892942413426	0.246307575145679	37	73	0.986486486486487	0.773057435037782		PIK3CB;BAD;FGF5;AKT1;KLB;FOXO3;RAC1;FYN;FGFR4;AKT1S1	rs6780823;rs35938015;rs989508;rs4983534;rs2608837;rs4946930;rs3750037;rs7768046;rs522150;rs62114265	2.88;2.80;1.92;1.91;1.83;1.80;1.72;1.71;1.61;1.54
REACTOME_MYOGENESIS	0.482701642489274	0.467540672879482	0.0433741482892181	-1.04292455849505	0.362473321499324	0.114624128698434	11	34	1	0.773062892535695		MYOG;BOC;CTNNB1;CDH15;ABL1;MAPK12;CDON;CDH4;MAPK14;SPAG9	rs17508924;rs76701821;rs2691678;rs138721299;rs10901291;rs55899818;rs7131418;rs6089293;rs112394821;rs72842237	2.18;2.00;1.99;1.79;1.25;1.08;1.06;0.99;0.90;0.84
REACTOME_CILIUM_ASSEMBLY	0.484301536162382	0.470225872689938	0.0393603740670532	-2.10219254234546	0.803576369578211	0.254113160175639	109	365	0.997267759562842	0.773073859844725		KIF17;IFT122;KIF3B;CEP192;IFT81;INPP5E;IQCB1;BBS12;CCT3;TRIM47,FBF1,TRIM65,RP11-552F3.10,RP11-552F3.9,MRPL38	rs34602121;rs9289336;rs1535376;rs11660774;rs2193536;rs3812565;rs2681404;rs309377;rs12141630;rs2665962	4.52;3.07;2.80;2.78;2.76;2.66;2.53;2.51;2.49;2.45
KEGG_PYRIMIDINE_METABOLISM	0.484301750001033	0.470225872689938	0.0393598376376805	-1.74617521265856	0.615055449123131	0.194497610652691	53	251	0.984313725490196	0.773073861310474		POLR2E;DHODH;POLR2B;CSDC2,EP300,MEI1,POLR3H,ZC3H7B;CTPS1;ENTPD3;CMPK1;PNPT1;UCK2;NME1	rs4147929;rs4788614;rs4276341;rs2142695;rs6680092;rs17078916;rs2820994;rs4381812;rs3790671;rs6504706	5.55;3.87;2.93;2.61;2.50;2.49;2.37;2.33;2.10;2.09
REACTOME_INTEGRIN_SIGNALING	0.484600073468853	0.470699731480019	0.0386114830916752	-0.340004659964661	0.382891013383493	0.121080769790185	11	35	1	0.773075906127924		BCAR1;PTPN1;AKT1;RAPGEF3;PTK2;RASGRP1;GRB2;APBB1IP;CRK;SRC	rs34279956;rs11905105;rs4983534;rs12422983;rs10109684;rs8030295;rs112850638;rs7098292;rs7218819;rs13043411	2.19;2.04;1.91;1.83;1.55;1.34;1.34;1.23;0.93;0.91
REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES	0.484935980826574	0.471331543200126	0.0377688739418801	-0.813872184916893	0.370214920318465	0.11707223719841	12	49	1	0.773078208488353		DHFR;ALDH1L2;MTHFS;MTHFR;TOP3A,CCDC144B,CTD-2303H24.2,USP32P2,FAM106A,KRT17P2,SHMT1,LLGL1;FOLR2;SLC19A1;MTHFD2L;DHFR2;SLC25A32	rs245393;rs1196757;rs72734737;rs17367504;rs8069321;rs12421041;rs62220106;rs17000264;rs10934957;rs3098218	2.32;2.20;2.02;1.81;1.51;1.20;1.15;1.14;0.88;0.87
REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1	0.485216126969541	0.471805401990207	0.0370661599320021	-0.597682836676453	0.314692450087238	0.0995144904734526	20	56	1	0.773080128596779		CDKN2A;RBL2;PPP2R1B;RB1;LYN;E2F1;UBA52;E2F5;ABL1;CDK6	rs518394;rs17802269;rs11213899;rs9535015;rs56119798;rs75399011;rs4629093;rs149169582;rs10901291;rs117892745	3.53;2.92;2.72;2.62;2.23;2.04;1.74;1.28;1.25;0.97
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ_	0.487280897556211	0.475122413520771	0.0318874649071696	-0.838803647832961	0.34555425622359	0.109273850483196	16	58	1	0.773094278956407		MRE11;RIF1;TDP2;POLM;MDC1;XRCC6;TDP1;XRCC5;XRCC4;RNF168	rs552126;rs67602292;rs7755579;rs2730610;rs17186258;rs5996088;rs56247771;rs3815855;rs10059545;rs9856006	2.85;2.29;2.29;1.84;1.70;1.40;1.39;1.37;1.34;1.25
REACTOME_COLLAGEN_DEGRADATION	0.487566034789067	0.475596272310851	0.0311723764827204	-0.990919106117196	0.565848584621562	0.178937033818666	25	148	1	0.773096232876907		COL6A1;CTSB;VPREB3,SMARCB1,MMP11,DERL3;TMPRSS6;COL16A1;COL18A1;CTSL;CTSS,ARNT,CTSK,CERS2;COL19A1;COL9A1	rs446403;rs62495696;rs9306389;rs2543520;rs141907943;rs2838920;rs7049159;rs9733;rs76490085;rs9346373	2.99;2.72;2.60;2.33;2.32;2.31;2.22;2.09;1.96;1.95
KEGG_BUTANOATE_METABOLISM	0.48866615663171	0.477491707471174	0.0284135549706448	-0.717885191607614	0.565914158557517	0.178957770117942	20	67	1	0.773103771130532		BDH2;OXCT2;ALDH5A1;AACS;PDHB;HMGCL;ACSM1,AC004381.6;ACADS;OXCT1;ALDH2	rs4699102;rs12410202;rs807536;rs4765026;rs2292679;rs12065078;rs9928611;rs11065225;rs1116719;rs7965040	2.65;2.33;1.97;1.96;1.73;1.72;1.67;1.66;1.64;1.53
REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES	0.489008763058479	0.478123519191281	0.0275544316622943	-0.489784423693627	0.231274888832702	0.0731355414313579	10	31	1	0.773106118614545		OTULIN;UBA6;SUMO2P17,UBE2Z;UBA52;UBE2E3;UBE2W;UBE2G2;UBE2Q2;UCHL3;UBE2E1	rs9686800;rs13119953;rs9905521;rs4629093;rs6729682;rs12674918;rs235320;rs12708521;rs7981698;rs2077217	3.35;1.97;1.76;1.74;1.47;1.31;1.07;1.04;0.84;0.82
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	0.489617475803323	0.479229189701469	0.0260280672451203	-0.523014642787461	0.190987616271536	0.0603955872304289	11	27	1	0.77311028928019		PLA2G4E;PLA2G12A;LPCAT3;PLA2G4B;PLA2G3;PLBD1;PLA2R1;PLA2G5;PLA2G4A;PLA2G6	rs1712402;rs7439493;rs58788584;rs1618332;rs878718;rs747527;rs584526;rs114015978;rs12058561;rs9622746	2.26;2.06;1.97;1.64;1.56;1.39;1.21;1.17;0.87;0.82
KEGG_RENAL_CELL_CARCINOMA	0.490188383815368	0.48017690728163	0.0245965544367626	-0.823770388410669	0.634225472672846	0.200559704374307	25	104	1	0.773114200771589		PIK3CB;CSDC2,EP300,MEI1,POLR3H,ZC3H7B;PAK4;SOS2;MAP2K2;CTSS,ARNT,CTSK,CERS2;AKT1;PAK6;RAC1;MAPK3,GDPD3,SEPT1,SMG1P5,BOLA2,SMG1P6,NPIPB12	rs6780823;rs2142695;rs774918;rs10149715;rs8104376;rs9733;rs4983534;rs77820631;rs3750037;rs4433823	2.88;2.61;2.59;2.26;2.21;2.09;1.91;1.88;1.72;1.61
KEGG_GLIOMA	0.49020977685324	0.48017690728163	0.024542913854935	-0.508911227423888	0.439603828768282	0.139014936703842	30	83	1	0.773114347340082		CDKN2A;PIK3CB;IGF1R;RB1;PRKCA;SOS2;MAP2K2;E2F1;AKT1;PRKCB	rs518394;rs6780823;rs2654981;rs9535015;rs179275;rs10149715;rs8104376;rs75399011;rs4983534;rs12103094	3.53;2.88;2.84;2.62;2.61;2.26;2.21;2.04;1.91;1.67
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION	0.490740955180334	0.481124624861791	0.023211067547219	-1.01322797468978	0.320879786152235	0.101471097934882	18	53	0.981481481481482	0.773117986500939		DNAJC9,PPP3CB,PPP3CB-AS1;LYN;LL22NC03-80A10.6,IGLV1-51;ITPR2;RP11-22P6.2,NPIPB9,RP11-1348G14.4,LAT,SULT1A1,RP11-666O2.4,RP11-1348G14.6,SH2B1;NFATC1;FCER1A;GRB2;ITPR3;ELMO3,SMPD3,NFATC3,RP11-71L14.3	rs57004021;rs56119798;rs6001927;rs11613398;rs75283091;rs449183;rs2325918;rs112850638;rs2395449;rs78119748	2.32;2.23;2.01;1.82;1.76;1.71;1.61;1.34;1.33;1.14
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION	0.491965964550725	0.48317801295214	0.0201397018030258	0.205073061536241	0.349069747972084	0.110385546585273	11	36	1	0.773126378756057		PIP4K2A;CSDC2,EP300,MEI1,POLR3H,ZC3H7B;TM6SF2,GATAD2A,MAU2;AKT1;MEAF6;ING5;HDAC2;CHD4;BRD1;BRPF3	rs11013048;rs2142695;rs11669516;rs4983534;rs4653298;rs77507271;rs72952530;rs61916393;rs115125220;rs58714705	2.66;2.61;2.20;1.91;1.74;1.52;1.48;1.33;1.00;0.81
KEGG_NOTCH_SIGNALING_PATHWAY	0.492514879253104	0.484125730532301	0.0187635162554845	-1.3568736867781	1.63795876410609	0.51796804080097	18	233	1	0.773130139070252		CSDC2,EP300,MEI1,POLR3H,ZC3H7B;MAML3;C4B,NOTCH4,RNF5;NOTCH3;KAT2B;CTBP1;HDAC2;DTX4;PSEN1;DVL3	rs2142695;rs12644295;rs3129969;rs62106461;rs73821467;rs66987549;rs72952530;rs12799196;rs3742825;rs180710509	2.61;2.13;1.96;1.60;1.51;1.50;1.48;1.47;1.36;1.35
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	0.492521426723883	0.484125730532301	0.0187471012932783	-0.365432696349139	0.318452400878588	0.100703491312534	12	28	1	0.773130183922791		MGAT3;B4GALT1;B4GALT4;MGAT4C;FUT8;MAN2A2;CHST8;CHST10;ST6GAL1;MGAT5	rs8137052;rs1854529;rs13066681;rs61931139;rs4902407;rs2301826;rs7247349;rs79934329;rs59168127;rs12613804	2.51;1.99;1.86;1.63;1.61;1.45;1.23;1.14;1.04;0.87
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.495245745216915	0.48870636550308	0.0119174315539543	-1.06261410990841	0.457863156505055	0.144789043123011	30	93	1	0.773148845435486		CACNB2;ITGB6;JUP;TCF7L1;CACNA2D4;CTNNB1;ITGA11;CACNG6;ITGA2;ITGA8	rs11596974;rs3772073;rs4081542;rs7340340;rs12300993;rs2691678;rs7174384;rs2362382;rs67373475;rs10796308	3.91;2.55;2.46;2.22;2.13;1.99;1.99;1.85;1.79;1.67
REACTOME_ONCOGENE_INDUCED_SENESCENCE	0.495272227957496	0.48870636550308	0.0118510444796849	-0.816374732973166	0.346695859140414	0.109634857023261	14	41	1	0.773149026832724		CDKN2A;RB1;E2F1;UBA52;MAPK3,GDPD3,SEPT1,SMG1P5,BOLA2,SMG1P6,NPIPB12;TNRC6B;MAPK1;SP1;AGO1;ETS1	rs518394;rs9535015;rs75399011;rs4629093;rs4433823;rs139921;rs2845466;rs35969387;rs96067;rs146545027	3.53;2.62;2.04;1.74;1.61;1.47;1.43;1.15;1.06;1.00
REACTOME_SIGNALING_BY_EGFR	0.495703864827352	0.489496130153214	0.0107690220423182	-0.917062525404963	0.337150455876396	0.106616335473351	17	44	1	0.773151983370335		CBL,MCAM;SH3GL2;PTPN12;ADAM10;UBA52;EPS15;TMEM80,PHRF1,LRRC56,DRD4,RNH1,EPS8L2,HRAS,PTDSS2,LMNTD2,RP11-496I9.1;GRB2;ADAM12;EGFR	rs561830;rs10963166;rs6949459;rs4774308;rs4629093;rs148648502;rs2061586;rs112850638;rs12415903;rs80013346	2.72;2.70;1.86;1.79;1.74;1.56;1.37;1.34;1.07;1.00
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.495905795550232	0.489812036013268	0.0102628287895899	-1.10791231455746	0.496735787567744	0.157081648403162	38	131	1	0.773153366501902		AGPAT4;LPGAT1;DGKE;DGKG;CDS2;PLA2G4E;PLA2G12A;DGKQ;LPCAT3;PCYT1A	rs9456654;rs61830764;rs8073455;rs4076230;rs1040758;rs1712402;rs7439493;rs111344337;rs58788584;rs712012	3.47;2.77;2.68;2.65;2.56;2.26;2.06;2.05;1.97;1.96
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS_	0.496106011921052	0.490127941873322	0.00976093561448164	-0.792803713219573	0.491462101297798	0.155413962375344	18	56	1	0.77315473788386		GNB2;GNB4;CDCA3,LRRC23,ATN1,SPSB2,GNB3,C1RL-AS1,DSTNP2,RPL13P5;F2RL2;GNG10;GNA12;GNG4;MAPK3,GDPD3,SEPT1,SMG1P5,BOLA2,SMG1P6,NPIPB12;GNG7;ARRB2	rs60738304;rs1345445;rs10772577;rs2069645;rs7030621;rs867534;rs112394665;rs4433823;rs61026247;rs9894225	5.36;3.24;2.58;2.12;1.76;1.74;1.68;1.61;1.55;1.46
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0.497250576560791	0.492023377033644	0.00689183708867873	-1.48672051576846	0.50710117817846	0.160359472719881	25	99	1	0.773162577460385		IVD;OXCT2;MCCC2;ACADM;BCAT1;HMGCL;HIBCH;HIBADH;ACADS;OXCT1	rs1453184;rs12410202;rs62361817;rs814872;rs17409645;rs12065078;rs7590991;rs6462060;rs11065225;rs1116719	3.19;2.33;2.33;2.18;1.78;1.72;1.70;1.67;1.66;1.64
REACTOME_MAP2K_AND_MAPK_ACTIVATION	0.498182055089968	0.493602906333913	0.00455692788437652	-0.932890891392754	0.786147136775943	0.24860155282319	15	78	1	0.773170040863755		TRMT61A,RP11-73M18.8,KLC1,BAG5,MARK3,RP11-73M18.6;MAP2K2;PEBP1;VCL;LAMTOR3;MAPK3,GDPD3,SEPT1,SMG1P5,BOLA2,SMG1P6,NPIPB12;CNKSR1;IQGAP1;ARRB2;MAPK1	rs8005540;rs8104376;rs521048;rs10824193;rs11931551;rs4433823;rs11247907;rs7178860;rs9894225;rs2845466	3.72;2.21;2.11;1.83;1.75;1.61;1.55;1.48;1.46;1.43
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	0.498372120755494	0.493918812193966	0.00408049946564414	-0.900576563665494	0.394758241820987	0.124833516927785	14	62	1	0.773172133613324		PARP2;RFC1;LIG1;RPA3;RFC3;RFC5;POLE,P2RX2,RP13-554M15.5;PARP1;RPA2;PARG	rs9796391;rs28609388;rs3730859;rs2158713;rs7994327;rs2893758;rs900443;rs60311516;rs4908379;rs2664645	2.59;2.28;2.24;2.23;1.70;1.55;1.49;1.40;1.32;1.28
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	0.498380415864512	0.493918812193966	0.00405970653861546	-0.541420946904476	0.203289317326914	0.0642857266733782	14	34	1	0.773172224947903		PIK3CB;BCAR1;NCK1;RASA1;TMEM80,PHRF1,LRRC56,DRD4,RNH1,EPS8L2,HRAS,PTDSS2,LMNTD2,RP11-496I9.1;GRB2;STAT6;PDGFA;CRK;SRC	rs6780823;rs34279956;rs6762209;rs12659327;rs2061586;rs112850638;rs77827402;rs4072008;rs7218819;rs13043411	2.88;2.19;2.02;1.67;1.37;1.34;1.03;1.01;0.93;0.91
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.498658180588842	0.494392670984047	0.0033634488171106	-0.829071509400501	0.575309839572543	0.181928945335531	29	111	1	0.773175283315098		CACNB2;ACE;TPM1;PRKAG2;ITGB6;CACNA2D4;ITGA11;CACNG6;MYBPC3;ITGA2	rs11596974;rs4277405;rs11071695;rs4725434;rs3772073;rs12300993;rs7174384;rs2362382;rs10838810;rs67373475	3.91;3.35;3.13;2.75;2.55;2.13;1.99;1.85;1.80;1.79
BIOCARTA_GH_PATHWAY	0.498742205221249	0.494550623914074	0.00315282917945502	-1.04267074196694	0.453669827036261	0.143462995912922	11	39	1	0.77317620847854		PRKCA;PRKCB;MAPK3,GDPD3,SEPT1,SMG1P5,BOLA2,SMG1P6,NPIPB12;PTPN6;MAPK1;IRS1;TMEM80,PHRF1,LRRC56,DRD4,RNH1,EPS8L2,HRAS,PTDSS2,LMNTD2,RP11-496I9.1;GRB2;INSR;SLC2A4	rs179275;rs12103094;rs4433823;rs915997;rs2845466;rs10205233;rs2061586;rs112850638;rs4031066;rs739669	2.61;1.67;1.61;1.45;1.43;1.41;1.37;1.34;1.34;0.96
