MODULE	gwas.P	gwas.FDR	gwas.Z	gwas.Chi_Var	ewas1.P	ewas1.FDR	ewas1.Z	ewas1.Chi_Var	ewas2.P	ewas2.FDR	ewas2.Z	ewas2.Chi_Var	META.P	META.FDR	Cochran.Q	Cochran.P	I2	gwas.TOPGENES	gwas.TOPMARKERS	gwas.TOPVALUES	ewas1.TOPGENES	ewas1.TOPMARKERS	ewas1.TOPVALUES	ewas2.TOPGENES	ewas2.TOPMARKERS	ewas2.TOPVALUES
KEGG_PEROXISOME	0.471549282719299	0.999999999975262	0.0713759304767835	0.213794475824891	0.712757657563541	0.995758538101525	-0.561458982397894	0.0606195426935536	0.892135980690638	0.982697697263475	-1.23796769740283	0.329646533666774	8.41e-01	1.0000	3.23e+00	1.99e-01	38.0326478029984	ACSL6,MEIKIN,RAPGEF6,P4HA2,FNIP1;EHHADH;CROT;ABCD3;IDH2;PEX6;PRDX5;PEX7;PEX5;PEX12	rs2240525;rs3774051;rs10487060;rs16946;rs2943226;rs1034246;rs574087;rs9494603;rs12317363;rs9916483	2.68;2.59;2.57;2.46;2.30;2.13;2.03;1.82;1.77;1.69	ACOT8;ACSL6;XDH;HMGCL;PEX11G;PEX6;PIPOX;ECH1;PEX5;ABCD3	cg08101264;cg02257405;cg26767897;cg18888403;cg03668539;cg01125463;cg06144905;cg00204262;cg15754084;cg24215727	3.67;3.36;2.92;1.71;1.68;1.50;1.45;1.33;1.32;1.08	PAOX;PEX10;DDO;SCP2;PEX14;SOD2;ACSL5;ACSL6;ACSL1;ACOX3	cg03319315;cg16523185;cg23891903;cg12422026;cg21931713;cg06346099;cg04844987;cg09035699;cg01714284;cg09409168	10.75;8.92;6.94;6.71;6.54;6.39;6.12;6.04;5.92;5.61
KEGG_PANCREATIC_CANCER	0.845960636540889	0.999999999978793	-1.01926173099639	0.174551402373487	0.398459911569805	0.905570702779881	0.257335456976083	0.154929831832661	0.842175712970086	0.972739485036844	-1.00344008003189	1.05858669228968	8.46e-01	1.0000	5.33e+00	6.96e-02	62.4674696912284	PIK3CB;MAP2K1;RALBP1;PIK3R5;EGF;TGFA;TBX6,YPEL3,SMG1P5,MAPK3,NPIPB12,CDIPTOSP,INO80E;MAPK9;JAK1;RAC1	rs17282752;rs12914540;rs9960523;rs443532;rs4698788;rs2127038;rs11150590;rs3812066;rs7536540;rs4720672	2.11;1.90;1.43;1.34;1.30;1.22;1.21;1.17;1.13;1.12	CCND1;RALGDS;ERBB2;PLD1;PIK3CD;TGFB3;VEGFC;CDKN2A;EGF;PGF	cg16794682;cg16872071;cg11993754;cg15329866;cg20994801;cg08615333;cg17177660;cg07752420;cg24818418;cg12841020	4.92;4.16;3.36;2.87;2.62;2.53;2.32;2.24;1.98;1.92	PIK3CD;TGFBR2;EGFR;PLD1;VEGFC;RAC1;RALGDS;STAT1;TGFB1;PIK3R5	cg09706586;cg07613391;cg21681212;cg12782294;cg27635485;cg24480515;cg14541011;cg00137918;cg27540367;cg03366884	10.44;8.24;8.21;7.80;7.35;6.91;6.91;6.76;6.43;6.38
KEGG_N_GLYCAN_BIOSYNTHESIS	0.762168628884873	0.999999999977802	-0.713295789755897	0.249131859260287	0.742095131353579	0.997449612940973	-0.649818082367617	0.105566166891689	0.700607935257532	0.964827513328379	-0.526149800507902	0.813865517040689	8.62e-01	1.0000	3.42e-02	9.83e-01	0	RPN1;ALG8;MAN1A1;UAP1L1,MAN1B1,DPP7,SAPCD2,MAN1B1-DT,FUT7,PAXX,ABCA2;MAN2A2;MGAT5;HINFP,C2CD2L,VPS11,PDZD3,HMBS,CCDC153,DPAGT1;GANAB;DAD1;B4GALT1	rs2713575;rs230662;rs6900636;rs9411299;rs1266488;rs637855;rs636283;rs2187384;rs448084;rs17247945	2.33;2.08;2.07;1.83;1.51;1.37;1.28;1.28;1.23;1.21	DPM2;MGAT5;MAN1C1;MGAT1;MGAT2;B4GALT3;DPM1;MAN1A1;TUSC3;MGAT5B	cg23006204;cg08251036;cg04631202;cg21898046;cg07184439;cg23082632;cg23293787;cg00839802;cg19353006;cg07112210	1.60;1.52;1.31;1.16;0.87;0.85;0.85;0.76;0.75;0.70	MGAT1;MAN1A1;MAN1C1;MGAT5;B4GALT1;B4GALT3;ALG12;RPN2;ALG6;MGAT5B	cg20399011;cg15215077;cg22724943;cg06389888;cg14080050;cg15128876;cg08234193;cg06889272;cg10508557;cg26535871	8.25;7.97;7.95;7.48;6.73;6.36;6.26;6.14;5.93;5.75
KEGG_GLIOMA	0.941351864401987	0.999999999980564	-1.56622363588364	0.131538234031447	0.60756649123357	0.987276608483255	-0.272982045084246	0.123594071940406	0.528100106580975	0.891168929855395	-0.0704948658573306	0.50531672230539	8.65e-01	1.0000	7.76e+00	2.06e-02	74.2366574228292	PIK3CB;CALML6;MAP2K1;CALM1;PLCG2;CALML3;SOS2;PIK3R5;EGF;CAMK2D	rs17282752;rs10907193;rs12914540;rs741098;rs7194131;rs7095575;rs2356245;rs443532;rs4698788;rs4376140	2.11;1.93;1.90;1.58;1.48;1.37;1.34;1.34;1.30;1.25	SHC3;CCND1;PIK3CD;CDKN2A;PRKCG;PDGFRA;EGF;EGFR;MAPK1;PIK3CG	cg13351583;cg16794682;cg20994801;cg07752420;cg26626089;cg22736323;cg24818418;cg03860890;cg05546044;cg08779777	5.01;4.92;2.62;2.24;2.23;2.01;1.98;1.92;1.72;1.69	PIK3CD;PRKCA;EGFR;PTEN;SHC3;IGF1R;CAMK2G;PDGFRB;SHC1;CAMK2D	cg09706586;cg14648237;cg21681212;cg02307823;cg26493353;cg03795574;cg14632281;cg04841196;cg12473916;cg07795325	10.44;8.76;8.21;8.13;7.98;7.78;7.72;7.66;7.03;6.73
KEGG_BETA_ALANINE_METABOLISM	0.87014900654233	0.999999999979142	-1.12709578109779	0.0999693282140029	0.865935278213409	0.999999999989354	-1.10738052215164	0.140767695053262	0.397753603015072	0.729858553105327	0.259165944403388	0.0587855512147627	8.73e-01	1.0000	1.62e+01	3.04e-04	87.654131485482	ABAT;EHHADH;ALDH7A1;ALDH3A2;ALDH2;HIBCH;ACADM;UPB1;ALDH9A1;GAD1	rs1345300;rs3774051;rs6595726;rs12937179;rs17630235;rs12613768;rs1251539;rs873833;rs12027066;rs17702120	2.78;2.59;1.87;1.80;1.76;1.40;1.15;1.04;0.88;0.88	AOC3;UPB1;ALDH7A1;EHHADH;AOC2;GAD2;DPYS;HIBCH;SMS;ALDH3A2	cg09040752;cg10613381;cg08675664;cg11935638;cg18043280;cg04599297;cg10303487;cg16814399;cg18624866;cg22767735	1.91;1.46;1.04;1.04;0.95;0.94;0.90;0.70;0.70;0.63	ACADM;ALDH3A2;DPYS;ALDH2;ALDH7A1;CNDP1;ABAT;AOC3;UPB1;GAD1	cg05928218;cg14529102;cg12896922;cg10887937;cg21906644;cg19314834;cg08414528;cg08562004;cg03091668;cg09742688	7.05;6.27;5.95;5.84;5.44;5.43;5.30;5.28;5.05;4.65
KEGG_GALACTOSE_METABOLISM	0.766739029835351	0.99999999997785	-0.728149720583757	0.405345388481377	0.978752114821207	0.999999999990844	-2.02863216027772	0.159474800817577	0.217490651525514	0.46711060384457	0.780696018245147	0.257554788996477	8.73e-01	1.0000	1.90e+01	7.39e-05	89.4884163819297	PFKM;PFKP;GALT;MGAM;B4GALT1;UNC13D,FBF1,TRIM47,TEN1,MRPL38,GALK1,TRIM65;AKR1B1;PGM2;GANC;G6PC2	rs3829736;rs10903967;rs17268288;rs6951223;rs17247945;rs936393;rs12673319;rs9997787;rs8024113;rs478333	2.12;1.96;1.38;1.24;1.21;1.17;1.09;0.92;0.92;0.86	HK1;HK2;PFKM;HK3;GLB1;UGP2;B4GALT2;GANC;B4GALT1;GLA	cg16001913;cg18638581;cg27446233;cg14709481;cg27034836;cg03055492;cg23001650;cg26052367;cg14829378;cg06162422	2.88;2.44;1.66;1.55;1.12;0.67;0.63;0.51;0.51;0.48	HK2;G6PC;GLB1;PFKP;B4GALT1;HK1;HK3;PFKL;GALK1;AKR1B1	cg01200965;cg19271359;cg11236746;cg17433678;cg14080050;cg16001913;cg09869729;cg03257916;cg01518065;cg13159071	8.23;8.12;7.66;6.74;6.73;6.14;6.11;5.82;5.36;5.20
KEGG_MELANOGENESIS	0.943469691017664	0.999999999980623	-1.58458516394754	0.310512421033236	0.83651355088415	0.999999999989148	-0.98022939383572	0.144065238679826	0.28782536604758	0.562415211183558	0.55974888657053	0.174522595466538	8.76e-01	1.0000	1.18e+01	2.76e-03	83.0342362105971	ASIP;EP300;CALML6;MAP2K1;WNT2B;WNT4;CALM1;DVL3;ADCY7;FZD6	rs910397;rs2076578;rs10907193;rs12914540;rs1175645;rs7538267;rs741098;rs6779545;rs9934026;rs1464552	2.38;2.08;1.93;1.90;1.89;1.59;1.58;1.57;1.50;1.43	WNT10B;WNT6;WNT1;WNT2;DVL3;ADCY8;WNT3A;PRKCG;DCT;ADCY5	cg05164634;cg22156632;cg21948783;cg01830294;cg10674793;cg13912117;cg01313514;cg26626089;cg05256043;cg13384396	3.80;3.58;3.43;3.20;2.85;2.42;2.32;2.23;2.15;2.07	PLCB2;PRKCA;WNT5A;GNAQ;CAMK2G;CREBBP;ADCY5;PRKACA;ADCY7;CAMK2D	cg05884705;cg14648237;cg26797723;cg14149552;cg14632281;cg01312837;cg20789595;cg19621460;cg10341242;cg07795325	9.02;8.76;8.61;8.35;7.72;7.67;7.41;7.04;6.74;6.73
KEGG_PROTEASOME	0.0313475876855842	0.18532513932044	1.86134710319361	1.37515560640709	0.64384656412338	0.991861211520114	-0.368759664922421	0.137685006068097	0.999770203383924	0.999999999284434	-3.50326427834355	0.230905561981941	8.77e-01	1.0000	3.46e+01	3.11e-08	94.2147488553857	PSMB9;TAP1,PSMB8;PSMB3;PSMF1;PSMB1;PSMA4;PSMB5;DDX42,FTSJ3,TCAM1P,LIMD2,MAP3K3,SMARCD2,PSMC5;PSMD8;PSMC6	rs2856993;rs2018501;rs228272;rs11087853;rs9460208;rs11637635;rs7469;rs3785574;rs12610791;rs1957384	9.46;2.94;2.32;1.67;1.60;1.55;1.09;1.03;0.94;0.80	PSMA7;PSMB8;PSME1;PSMA3;PSMB2;PSMD1;PSMB6;SHFM1;PSMD14;PSMB10	cg08833432;cg16890093;cg25268718;cg05957518;cg24109894;cg13216088;cg19921492;cg15781316;cg00856375;cg13846555	3.07;1.89;1.27;1.06;0.93;0.90;0.80;0.72;0.57;0.56	PSMD8;PSMB8;PSMC5;PSMF1;PSMB9;PSMB11;PSMB4;PSMA5;PSMB1;PSMB7	cg11607742;cg12094903;cg10535320;cg07763967;cg09322555;cg20576264;cg23106844;cg08250978;cg08627380;cg00987136	8.77;8.01;6.36;6.35;5.61;5.14;4.96;4.82;4.67;4.66
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	1	1			0.68583931641413	0.994277816404478	-0.484090888801535	0.0287697048697709	0.886222151645395	0.98064905537875	-1.20667924090134	0.931772500113794	8.84e-01	1.0000	5.44e-01	7.62e-01	0				MTHFD2;GLYCTK;MTHFD1;CS;HAO1;MDH2;HYI;MDH1;ACO1;MTHFD1L	cg17687883;cg17386185;cg06459066;cg10878896;cg25157408;cg24242194;cg05663262;cg19147570;cg15714041;cg21610516	1.69;1.15;0.77;0.63;0.52;0.41;0.39;0.35;0.34;0.32	MTHFD2;ACO1;HAO2;ACO2;MDH2;MTHFD1L;MTHFD2L;AFMID;GLYCTK;HYI	cg20694147;cg14296220;cg08055612;cg01752978;cg03528037;cg21691367;cg19664311;ch.17.2065773F;cg18536327;cg07383250	8.78;5.19;4.62;4.59;4.17;3.98;3.98;3.52;3.30;3.13
KEGG_RETINOL_METABOLISM	0.951275946387912	0.999999999980859	-1.65735310171535	0.225607679389264	0.260954100635202	0.73468216639247	0.640406741364114	0.0921622692948654	0.87044510604725	0.975530043501158	-1.12849769943384	0.155385202862293	8.92e-01	1.0000	2.21e+01	1.57e-05	90.9581259953958	RDH5;RDH10;CYP3A43;CYP26B1;CYP2C18;ADH1C;CYP2C9;CYP2C19;CYP4A22;CYP4A11	rs1052165;rs4237000;rs542137;rs7601186;rs17110321;rs2866152;rs1010570;rs1010570;rs9726786;rs9726786	2.43;2.21;1.73;1.58;1.56;1.52;1.46;1.46;1.41;1.41	RDH5;CYP3A4;RPE65;CYP3A43;ALDH1A2;UGT1A10;ADH7;LRAT;UGT1A7;RDH10	cg02192520;cg09914773;cg11724759;cg13364756;cg03365437;cg26238727;cg06425515;cg23303074;cg10432859;cg04703844	4.81;3.91;2.07;1.90;1.49;1.43;1.38;1.38;1.28;1.07	RDH16;UGT1A10;DHRS9;DHRS3;CYP26B1;RDH5;DHRS4;CYP3A43;UGT2B10;CYP1A2	cg14539086;cg00470972;cg02743878;cg16047567;cg15052330;cg02192520;cg15540096;cg17461336;cg03180042;cg04968473	8.58;7.95;7.47;6.10;5.98;5.72;5.39;5.30;5.12;5.11
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.999999999974706	0.999999999996762	-6.56919382210462	0.243813678810151	0.000824249720929917	0.0184425875058069	3.14718620475507	1.18086160876956	0.105603801372731	0.256113604451244	1.25025173697405	0.153490419129419	8.95e-01	1.0000	1.73e+02	2.90e-38	98.8430233050149	HSD3B7,KAT8,VKORC1,BCKDK,ZNF646,ITGAM,ZNF668,PYDC1,PRSS53,STX1B,TRIM72,PYCARD,STX4;RAPGEF3;PIK3CB;CLDN16;ACAD8,GLB1L3,GLB1L2,THYN1,MIR4697HG,JAM3;ITGB1;CLDN15;RAP1A;ACTN1;MAPK13	rs2054213;rs7136422;rs17282752;rs13098887;rs6590735;rs881423;rs4729677;rs1890548;rs729725;rs9470235	3.75;2.87;2.11;2.11;2.06;1.74;1.73;1.72;1.68;1.66	CLDN19;ACTN2;CLDN9;PECAM1;MMP9;CLDN5;CLDN11;PIK3CD;CTNND1;CDH5	cg11075745;cg21376883;cg10282491;cg22467071;cg20925811;cg04463638;cg20924286;cg20994801;cg06200697;cg22319147	3.63;3.61;3.42;3.21;3.12;3.07;2.71;2.62;2.59;2.58	PTK2B;PIK3CD;NCF4;PRKCA;ITGAL;PXN;F11R;MLLT4;PTK2;RAPGEF4	cg18734877;cg09706586;cg25756470;cg14648237;cg10522125;cg15893360;cg01423643;cg00686132;cg19367933;cg00883212	11.03;10.44;10.36;8.76;8.62;8.18;7.36;7.36;7.19;7.18
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.782796091046794	0.999999999978024	-0.781671222875064	0.286012196191333	0.936374188522665	0.999999999990029	-1.52502996862924	0.0689022957654982	0.480711489257509	0.843953473154973	0.0483679789563165	0.315588802110156	9.04e-01	1.0000	7.06e+00	2.93e-02	71.6715719604297	DHFR;SHMT1,EVPLL,SMCR8,TOP3A;ATIC;SPATC1L,FTCD;MTHFR;MTHFS;MTFMT;MTHFD2;WDR6,AMT,KLHDC8B,GPX1,NICN1,QRICH1,APEH,ARIH2,NCKIPSD,TCTA,CCDC71,P4HTM,TREX1,IP6K2,ATRIP,IP6K1,DALRD3;MTHFD1	rs863214;rs1378602;rs2372536;rs762254;rs198413;rs17284990;rs12906662;rs2163539;rs7637711;rs17766384	2.26;1.86;1.82;1.58;1.32;1.15;1.09;0.86;0.81;0.69	MTHFD2;MTHFR;ALDH1L1;MTHFD1;AMT;TYMS;GART;ATIC;SHMT2;MTR	cg17687883;cg03427831;cg16312163;cg06459066;cg25021247;cg18419020;cg23882824;cg01280080;cg23588553;cg07093046	1.69;1.19;0.81;0.77;0.66;0.51;0.51;0.51;0.40;0.35	MTHFD2;SHMT2;ALDH1L1;AMT;DHFR;MTR;MTHFR;MTFMT;FTCD;TYMS	cg20694147;cg12639933;cg14857193;cg15246085;cg08244028;cg17297354;cg22877851;cg24373369;cg04413147;cg18089670	8.78;6.70;6.53;6.04;5.87;5.47;4.93;4.51;4.49;4.37
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	0.647669918375367	0.99999999997672	-0.379037302963298	0.498618028337743	0.637748651184963	0.991080393607262	-0.35244748246765	0.0936258937014549	0.939226930472311	0.999999998881717	-1.54831639493761	0.0995805232471638	9.06e-01	1.0000	7.96e+00	1.87e-02	74.8774217039648	HSD3B7,KAT8,VKORC1,BCKDK,ZNF646,ITGAM,ZNF668,PYDC1,PRSS53,STX1B,TRIM72,PYCARD,STX4;GOSR2;BNIP1;STX6;VAMP3;GOSR1;STX17;VAMP8;VAMP5;VAMP1	rs2054213;rs10514915;rs12655428;rs3898528;rs504560;rs4533339;rs4742776;rs699664;rs699664;rs10849488	3.75;2.41;2.36;1.71;1.57;1.45;1.35;1.09;1.09;0.99	VAMP8;VAMP5;SNAP25;YKT6;SNAP23;STX11;GOSR1;BNIP1;STX16;STX17	cg23752985;cg11108890;cg25307902;cg11609344;cg06751597;cg11070941;cg24793470;cg04960652;cg03076871;cg03950009	3.03;1.08;0.78;0.70;0.63;0.59;0.56;0.53;0.50;0.46	VAMP3;VTI1A;TSNARE1;GOSR2;SNAP29;VAMP5;SNAP47;VAMP1;BET1;STX18	cg20149362;cg10600964;cg08672916;cg21239660;cg24866110;cg08755026;cg03142741;cg17092523;cg03078718;cg12253931	10.33;8.23;7.95;6.86;6.36;6.25;5.59;5.56;5.35;5.19
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.679680375200933	0.999999999977004	-0.466805207752209	0.148536198709003	0.76260179905751	0.998691305130289	-0.714696822047323	0.644348932951904	0.866097226801146	0.974528434243057	-1.10813030113865	0.39952256808832	9.07e-01	1.0000	7.58e-01	6.85e-01	0	CDC26;CUL2;ANAPC13;UBE2U;UBE2Z;MGRN1,NMRAL1,CDIP1,CORO7,PAM16,DNAJA3,HMOX2;ANAPC1;CUL7;UBE2Q2;SKP2	rs4979225;rs4007273;rs1447695;rs4915954;rs2291725;rs11640681;rs11122899;rs3805939;rs2469541;rs3804439	3.86;3.07;2.43;2.40;2.20;2.19;2.18;1.69;1.64;1.55	VHL;NHLRC1;SOCS3;CBLC;UBE2J1;HERC2;AIRE;CUL7;UBE4A;SOCS1	cg20916523;cg22736354;cg27637521;cg22780475;cg16124337;cg11412582;cg17356252;cg18159180;cg20492912;cg06295404	6.22;3.65;3.36;2.49;2.30;2.15;1.91;1.88;1.31;1.27	UBE2N;BIRC3;FBXO2;CUL1;FBXW11;FZR1;UBE2C;VHL;CUL3;UBE3C	cg07051833;cg14296561;cg15746187;cg18940274;cg15996914;cg27659109;cg01661001;cg24092914;cg25451702;cg10203317	11.81;10.11;9.51;8.71;8.28;7.46;7.35;7.30;7.18;7.01
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	0.797576310940009	0.99999999997819	-0.832995303319856	1.09348128192476	0.768099075889498	0.999033966265047	-0.732600955415967	0.137712299837826	0.779035246810244	0.968732325016943	-0.768939029338697	0.776800487528407	9.11e-01	1.0000	8.89e-03	9.96e-01	0	TUBB;ITGB1;EZR;ARPC5;PPP6C,RABEPK,ARPC5L,SCAI,GOLGA1;HCLS1;TLR4;NCK1;WASL;CTNNB1	rs3757340;rs881423;rs6915189;rs10911425;rs4838242;rs3845864;rs532742;rs1048145;rs631445;rs880026	7.22;1.74;1.64;1.53;1.48;1.26;1.18;1.16;1.13;1.08	NCL;CDH1;TUBB3;WAS;TUBB2B;TUBB2A;OCLN;HCLS1;TLR4;TUBB8	cg26862286;cg24765079;cg13494498;cg00078867;cg23517605;cg00231644;cg13744194;cg00141162;cg05429895;cg01036012	3.28;3.27;2.72;2.51;2.43;1.32;1.26;1.20;1.07;0.87	ABL1;PRKCA;FYN;NCK2;ARPC1B;ARHGEF2;CTTN;TUBB8;TUBB2B;ITGB1	cg10803013;cg14648237;cg05517541;cg01295249;cg05715492;cg13921921;cg21729356;cg24453527;cg24138650;cg00214688	11.63;8.76;7.80;7.33;7.30;6.72;6.59;6.15;5.92;5.71
KEGG_PARKINSONS_DISEASE	0.44758250815258	0.999999999975066	0.131771516872926	0.237736815800233	0.643191067448116	0.991777055334531	-0.367001545607631	0.320794847546758	0.982232013351787	0.999999998995816	-2.10219756199519	0.978358607110974	9.11e-01	1.0000	4.11e+00	1.28e-01	51.3538660372491	VDAC2;NDUFV3;NDUFB8;COX7A2L;NDUFA9;NDUFC2;NDUFS8;NDUFB6;COX8A;PARK7	rs11001351;rs234723;rs3793771;rs8179836;rs2267546;rs230662;rs1127291;rs658253;rs11231664;rs504560	2.89;2.74;2.45;2.24;2.17;2.08;1.89;1.79;1.69;1.57	SLC18A1;NDUFS1;TH;UCHL1;COX7A1;UBE2J1;NDUFS2;VDAC1;NDUFC2;COX6A2	cg22441882;cg27248887;cg05912121;cg24715245;cg24335895;cg16124337;cg07354440;cg25141995;cg03476370;cg24110063	5.14;3.15;2.40;2.39;2.37;2.30;2.02;1.69;1.62;1.56	VDAC2;COX4I2;NDUFS2;PARK2;SDHB;NDUFC1;SDHA;ATP5B;COX6B2;NDUFS6	cg15075988;cg22588850;cg08545169;cg24555128;cg22688160;cg03344043;cg10425513;cg09427156;cg02844589;cg16314693	8.41;6.95;6.69;6.67;6.22;6.05;5.96;5.94;5.56;5.38
KEGG_SULFUR_METABOLISM	1	1			1	1			0.911439231607763	0.990011579160156	-1.34967100547618	0.328798276363946	9.11e-01	1.0000	0.00e+00	1.00e+00	0							SULT1A1;CHST12;CHST13;CHST11;PAPSS2;PAPSS1;SULT2B1;BPNT1;SUOX;SULT1A2	cg08961793;cg07921503;cg03924715;cg06647068;cg13926569;cg22365313;cg27586378;cg17009631;cg22580629;cg04270652	8.65;7.37;5.55;4.89;4.72;4.66;4.63;3.54;3.52;3.16
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0.974051802434819	0.999999999981787	-1.94399217162227	0.0867558360553531	0.705323575976166	0.995343518012458	-0.539774074856271	0.047920293260328	0.459151381064575	0.826472485916234	0.102571879339948	0.0868535455261633	9.15e-01	1.0000	2.57e+01	2.60e-06	92.2237628604268	HSD3B7,KAT8,VKORC1,BCKDK,ZNF646,ITGAM,ZNF668,PYDC1,PRSS53,STX1B,TRIM72,PYCARD,STX4;DYNC1LI2;DYNLL1;DCTN5;DYNC1I2;ADCY3;ADCY9;DYNC1LI1;RAB11A;DYNLL2	rs2054213;rs363157;rs12824557;rs26766;rs12996935;rs6705367;rs153034;rs9798936;rs11629997;rs2585842	3.75;2.04;1.88;1.68;1.51;1.36;1.34;1.31;0.95;0.93	DCTN1;ARHGDIA;ARHGDIB;RAB5C;AVP;ADCY9;GNAS;PRKACG;AQP4;AVPR2	cg01753375;cg23918047;cg19826026;cg22373112;cg16536918;cg04385519;cg17414107;cg12493160;cg08594695;cg19351638	3.22;2.91;2.04;1.90;1.79;1.40;1.25;1.25;1.21;0.81	NSF;ARHGDIA;PRKACA;CREB3L1;RAB5B;ADCY9;DYNC1LI2;CREB5;DYNC1H1;DYNC1I1	cg13613388;cg25141766;cg19621460;cg09709565;cg26798185;cg10123654;cg00938266;cg20315150;cg12127149;cg02132909	10.46;7.15;7.04;6.62;6.38;6.36;6.10;5.97;5.97;5.89
KEGG_HOMOLOGOUS_RECOMBINATION	0.906323469204318	0.999999999979762	-1.31844997245952	0.813441252971642	0.569816231956948	0.982629869076344	-0.175906325152971	0.367825010594156	0.817514173689059	0.971073270673196	-0.905932364588777	0.229425387473416	9.17e-01	1.0000	1.40e+00	4.98e-01	0	RAD50;RPA3;SHMT1,EVPLL,SMCR8,TOP3A;FAAH,LURAP1,NSUN4,RAD54L;BLM;CTSW,EIF1AD,SNX32,MUS81,EFEMP2,CFL1,BANF1,FIBP,FOSL1;XRCC2;RAD52;RPA2;TOP3B	rs2246176;rs10486168;rs1378602;rs785474;rs401549;rs12576996;rs6975679;rs12812789;rs10902682;rs2266978	4.92;2.25;1.86;1.57;1.31;1.11;1.08;1.04;0.96;0.74	BRCA2;XRCC2;RAD51C;POLD4;MRE11A;RAD52;RPA2;BLM;SHFM1;POLD1	cg12836863;cg23126915;cg19208681;cg09706243;cg20815063;cg15612927;cg05871607;cg01994513;cg15781316;cg19063397	1.49;1.37;1.08;1.00;0.94;0.82;0.81;0.79;0.72;0.71	RAD52;POLD1;XRCC3;RPA1;POLD2;MRE11A;POLD3;SSBP1;RPA2;BRCA2	cg01663440;cg25677697;cg14172849;cg26507657;cg09430932;cg02874321;cg26885816;cg11407610;ch.1.930581F;cg16725191	7.58;6.57;6.11;4.63;4.61;4.46;4.38;4.26;4.15;4.12
KEGG_MAPK_SIGNALING_PATHWAY	0.986780730603027	0.99999999998268	-2.21970883403	0.168341049128861	0.944724923229919	0.999999999990144	-1.59572522804106	0.137541094564699	0.0955345196183442	0.24417848557896	1.30742315013548	0.459145319453505	9.26e-01	1.0000	2.02e+01	4.06e-05	90.1110205628874	MAP3K13;HSPA1B;ATF4;RNASEH2C,MAP3K11,KAT5;IL1A;FAS;CACNA2D4;IL1R2;RPS6KA4;RASGRP3	rs16859665;rs499691;rs4820379;rs1308020;rs444413;rs4934436;rs11061946;rs2072472;rs574087;rs4670574	4.94;3.77;2.84;2.75;2.30;2.18;2.13;2.05;2.03;2.03	NTRK1;FGF22;CACNA1A;DUSP5;PTPRR;TNF;CACNG5;PLA2G4E;PTPN7;MAP4K2	cg00626119;cg22189019;cg22187630;cg25524473;cg23694248;cg11484872;cg06226384;cg15228639;cg18384097;cg04898797	4.27;3.84;3.76;3.43;3.19;3.08;2.89;2.87;2.84;2.63	FGFR3;MAP3K5;RPS6KA4;PRKCA;ARRB1;PTPN7;MAP4K3;TGFBR2;EGFR;CACNA1C	cg13572539;cg07474842;cg26114884;cg14648237;cg21756647;cg22008490;cg08110337;cg07613391;cg21681212;cg03047070	11.42;10.43;9.54;8.76;8.52;8.41;8.28;8.24;8.21;8.16
KEGG_AXON_GUIDANCE	0.977397351563213	0.999999999981977	-2.00273912564143	0.308288635473513	0.431721526852308	0.965976916332039	0.171992972627852	0.338973582460782	0.786971753583754	0.969194024559691	-0.79595792235555	0.146836370577416	9.35e-01	1.0000	7.40e+00	2.47e-02	72.9791002866495	SEMA4B;EPHA4;EPHA1;SLIT1;GIGYF1,EPHB4,MOSPD3,SLC12A9,ZAN,ACHE,UFSP1,TFR2,TRIP6;CFL2;ITGB1;RGS3;EPHA7;ROBO3	rs2943226;rs16862777;rs2949754;rs1253426;rs314376;rs17102745;rs881423;rs818714;rs1570632;rs4575285	2.30;2.30;2.05;2.02;1.85;1.83;1.74;1.68;1.64;1.63	SEMA6B;PLXNB1;EPHA8;SEMA3B;SEMA5A;FES;ABLIM1;PAK7;DCC;EFNA3	cg12941931;cg09837648;cg11847808;cg12069309;cg11011938;cg24888049;cg01658815;cg12645220;cg02624705;cg17582777	4.06;3.87;3.43;3.17;2.51;2.16;2.16;2.14;2.11;2.07	ABL1;PLXNB2;FYN;EPHA1;NFATC1;PLXNC1;NCK2;LIMK1;PTK2;SEMA4D	cg10803013;cg01153737;cg05517541;cg06631810;cg02736255;cg23347790;cg01295249;cg04663932;cg19367933;cg14541848	11.63;8.49;7.80;7.62;7.45;7.35;7.33;7.25;7.19;7.00
